Uptime [s];GNSS: PPS Timestamp [s];GNSS: UTC date time (ISO 8601);GNSS: Fix type (0=no fix, others=fix);GNSS: Latitude [degrees];GNSS: Longitude [degrees];GNSS: Positional dilution of precision;GNSS: Altitude [m] (above Mean Sea Level);GNSS: Ground speed [km/h];GNSS: Satellites in view;GNSS: Altitude [m] (above ellipsoid);Temperature: Board [degC];Temperature: Ext LM75 1 [degC];Temperature: Ext MS8607 1 [degC];Pressure: Ext MS8607 [hPa];Humidity: Ext MS8607 [%];Light Intensity: Clear [lx];Light Intensity: Red [lx];Light Intensity: Green [lx];Light Intensity: Blue [lx];Light Intensity: Infrared [lx];Volt: Supply Voltage [V];Volt: 3.3V board voltage [V];Volt: 5V board voltage [V];Volt: Vin1 voltage [V];Volt: Vin2 voltage [V];Volt: Vin3 voltage [V];IO: In 1 State;IO: In 1 Timestamp [s];IO: In 2 State;IO: In 2 Timestamp [s];IO: Out 1 State;IO: Out 1 Timestamp [s];IO: Out 2 State;IO: Out 2 Timestamp [s]
6.307;0.000;2015-10-18T00:00:06.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;33.6;34.5;33.0;975.8;31.70;25165;25165;25165;25165;14537;8.85;3.29;5.02;0.006;0.006;0.000;1;0.000;1;0.000;0;0.002;0;0.002
8.307;0.000;2015-10-18T00:00:08.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;33.6;34.6;33.1;975.6;31.04;25165;3330;25165;25165;7149;8.85;3.29;5.02;0.006;0.009;0.000;1;0.000;1;0.000;0;0.002;0;0.002
10.310;0.000;2015-10-18T00:00:10.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;33.6;34.5;33.1;975.7;31.91;25165;25165;25165;25165;25165;8.85;3.29;5.02;0.006;0.010;0.000;1;0.000;1;0.000;0;0.002;0;0.002
12.310;0.000;2015-10-18T00:00:12.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;33.6;34.6;33.1;975.7;34.34;25165;25165;25165;25165;25165;8.84;3.29;5.01;0.006;0.012;0.000;1;0.000;1;0.000;0;0.002;0;0.002
14.310;0.000;2015-10-18T13:43:48.226Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;33.6;35.1;33.3;975.2;34.30;25165;15371;855;16082;129;8.83;3.29;5.02;0.006;0.013;0.000;1;0.000;1;0.000;0;0.002;0;0.002
16.309;0.000;2015-10-18T13:43:48.226Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;33.6;34.5;33.1;975.8;31.71;25165;25165;25165;25165;25165;8.84;3.29;5.02;0.006;0.016;0.000;1;0.000;1;0.000;0;0.002;0;0.002
18.309;0.000;2015-10-18T13:43:48.226Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;33.6;35.0;33.2;975.7;31.18;25165;19701;5972;19425;10852;8.83;3.29;5.02;0.007;0.016;0.001;1;0.000;1;0.000;0;0.002;0;0.002
20.310;0.000;2015-10-18T13:43:48.226Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;33.6;34.6;33.1;975.7;30.53;25165;5924;9484;7016;18609;8.83;3.29;5.01;0.006;0.019;0.003;1;0.000;1;0.000;0;0.002;0;0.002
22.309;0.000;2015-10-18T13:43:48.226Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;33.6;34.6;33.0;975.2;30.01;276;2772;6718;14279;3564;8.84;3.29;5.02;0.006;0.020;0.003;1;0.000;1;0.000;0;0.002;0;0.002
24.309;0.000;2023-07-02T13:43:58.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;33.6;34.6;32.8;975.7;35.24;25165;25165;25165;25165;25165;8.83;3.29;5.02;0.006;0.022;0.003;1;0.000;1;0.000;0;0.002;0;0.002
26.310;0.000;2023-07-02T13:44:00.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;33.6;35.1;33.2;975.0;29.61;11762;6799;4352;24299;120;8.83;3.29;5.02;0.006;0.025;0.003;1;0.000;1;0.000;0;0.002;0;0.002
28.310;0.000;2023-07-02T13:44:02.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;33.6;34.6;33.1;975.7;33.70;25165;25165;25165;25165;25165;8.83;3.29;5.02;0.006;0.025;0.003;1;0.000;1;0.000;0;0.002;0;0.002
30.306;0.000;2023-07-02T13:44:04.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;33.7;34.8;33.1;975.7;34.69;25165;25165;25165;25165;25165;8.86;3.29;5.03;0.006;0.028;0.006;1;0.000;1;0.000;0;0.002;0;0.002
32.304;0.000;2023-07-02T13:44:06.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;33.7;35.1;33.3;975.7;29.69;25165;11155;1370;2237;19508;8.86;3.29;5.03;0.006;0.029;0.006;1;0.000;1;0.000;0;0.002;0;0.002
34.304;0.000;2023-07-02T13:44:08.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;33.6;34.7;33.1;976.0;33.45;25165;15283;4413;24449;10172;8.87;3.29;5.03;0.007;0.031;0.006;1;0.000;1;0.000;0;0.002;0;0.002
36.304;0.000;2023-07-02T13:44:10.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;33.7;34.6;33.1;975.6;29.85;25165;11246;13347;17263;22554;8.86;3.29;5.03;0.006;0.032;0.006;1;0.000;1;0.000;0;0.002;0;0.002
38.304;0.000;2023-07-02T13:44:12.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;33.7;34.6;33.1;975.7;29.31;25165;18812;955;19127;3872;8.86;3.29;5.03;0.006;0.032;0.006;1;0.000;1;0.000;0;0.002;0;0.002
40.304;0.000;2023-07-02T13:44:14.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;33.7;34.2;33.0;975.6;29.57;25165;25165;25165;25165;25165;8.87;3.29;5.03;0.006;0.035;0.007;1;0.000;1;0.000;0;0.002;0;0.002
42.304;0.000;2023-07-02T13:44:16.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;33.7;34.7;33.0;975.6;34.26;25165;25165;25165;25165;25165;8.86;3.29;5.03;0.006;0.036;0.009;1;0.000;1;0.000;0;0.002;0;0.002
44.304;0.000;2023-07-02T13:44:18.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;33.8;35.0;33.2;975.2;33.73;25165;11943;3241;21411;15872;8.86;3.29;5.02;0.006;0.038;0.009;1;0.000;1;0.000;0;0.002;0;0.002
46.304;0.000;2023-07-02T13:44:20.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;33.7;34.5;33.1;975.8;29.46;25165;25115;17003;4700;12331;8.86;3.29;5.03;0.006;0.039;0.009;1;0.000;1;0.000;0;0.002;0;0.002
48.304;0.000;2023-07-02T13:44:22.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;33.7;34.6;33.0;975.8;33.94;25165;7255;25165;25165;6379;8.87;3.29;5.03;0.006;0.041;0.010;1;0.000;1;0.000;0;0.002;0;0.002
50.304;0.000;2023-07-02T13:44:24.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;33.8;34.7;33.3;975.7;30.07;25165;344;4128;4700;5748;8.86;3.29;5.02;0.006;0.041;0.010;1;0.000;1;0.000;0;0.002;0;0.002
52.305;0.000;2023-07-02T13:44:26.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;33.8;34.8;33.2;975.6;33.78;25165;25165;25165;25165;25165;8.86;3.29;5.03;0.006;0.045;0.012;1;0.000;1;0.000;0;0.002;0;0.002
54.304;0.000;2023-07-02T13:44:28.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.0;35.0;33.4;975.7;32.78;25165;25165;25165;25165;25165;8.87;3.29;5.03;0.006;0.045;0.012;1;0.000;1;0.000;0;0.002;0;0.002
56.304;0.000;2023-07-02T13:44:30.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;33.8;35.3;33.4;975.7;31.90;25165;16751;3518;3700;21861;8.86;3.29;5.03;0.006;0.046;0.012;1;0.000;1;0.000;0;0.002;0;0.002
58.304;0.000;2023-07-02T13:44:32.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;33.7;34.7;33.3;975.9;28.29;25165;22738;12250;12435;20871;8.86;3.29;5.03;0.006;0.048;0.012;1;0.000;1;0.000;0;0.002;0;0.002
60.304;0.000;2023-07-02T13:44:34.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;33.8;34.5;33.2;975.6;28.56;25165;22834;13817;5452;25097;8.86;3.29;5.03;0.006;0.051;0.012;1;0.000;1;0.000;0;0.002;0;0.002
62.304;0.000;2023-07-02T13:44:36.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;33.8;34.2;33.1;975.7;28.75;25165;5728;1034;25011;913;8.87;3.29;5.03;0.006;0.051;0.014;1;0.000;1;0.000;0;0.002;0;0.002
64.305;0.000;2023-07-02T13:44:38.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;33.8;34.2;33.0;975.7;29.95;25165;10055;153;8696;16149;8.87;3.29;5.03;0.006;0.052;0.016;1;0.000;1;0.000;0;0.002;0;0.002
66.305;0.000;2023-07-02T13:44:40.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.0;34.2;33.0;975.6;30.20;25165;22341;16272;23341;4154;8.87;3.29;5.04;0.006;0.054;0.016;1;0.000;1;0.000;0;0.002;0;0.002
68.305;0.000;2023-07-02T13:44:42.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.0;34.0;32.8;975.8;30.07;25165;25165;25165;25165;25165;8.87;3.29;5.03;0.006;0.055;0.016;1;0.000;1;0.000;0;0.002;0;0.002
70.305;0.000;2023-07-02T13:44:44.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;33.7;34.5;33.0;975.6;32.89;25165;25165;25165;25165;25165;8.86;3.29;5.03;0.006;0.057;0.016;1;0.000;1;0.000;0;0.002;0;0.002
72.305;0.000;2023-07-02T13:44:46.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.0;34.6;33.2;975.7;33.45;25165;25165;25165;25165;25165;8.87;3.29;5.03;0.006;0.057;0.016;1;0.000;1;0.000;0;0.002;0;0.002
74.305;0.000;2023-07-02T13:44:48.1Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.0;34.8;33.4;975.5;32.66;25165;25165;25165;25165;25165;8.86;3.29;5.03;0.006;0.059;0.016;1;0.000;1;0.000;0;0.002;0;0.002
76.305;0.000;2023-07-02T13:44:50.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.0;35.3;33.5;975.7;33.14;25165;25165;25165;25165;25165;8.87;3.29;5.04;0.006;0.061;0.019;1;0.000;1;0.000;0;0.002;0;0.002
78.305;0.000;2023-07-02T13:44:52.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.1;35.3;33.7;975.6;33.52;25165;25165;25165;25165;25165;8.87;3.29;5.03;0.006;0.062;0.019;1;0.000;1;0.000;0;0.002;0;0.002
80.305;0.000;2023-07-02T13:44:54.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;33.8;35.6;34.0;975.7;33.30;25165;25165;25165;25165;25165;8.86;3.29;5.03;0.006;0.064;0.019;1;0.000;1;0.000;0;0.002;0;0.002
82.305;0.000;2023-07-02T13:44:56.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.1;35.8;34.1;975.9;32.93;25165;25165;25165;25165;25165;8.86;3.29;5.03;0.006;0.064;0.019;1;0.000;1;0.000;0;0.002;0;0.002
84.307;0.000;2023-07-02T13:44:58.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.0;36.0;34.2;975.8;32.90;25165;25165;25165;25165;25165;8.85;3.29;5.03;0.006;0.067;0.019;1;0.000;1;0.000;0;0.002;0;0.002
86.305;0.000;2023-07-02T13:45:00.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.0;36.2;34.4;975.7;32.74;25165;25165;25165;25165;25165;8.86;3.29;5.03;0.007;0.067;0.020;1;0.000;1;0.000;0;0.002;0;0.002
88.305;0.000;2023-07-02T13:45:02.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.1;36.6;34.5;975.7;32.64;25165;25165;25165;25165;25165;8.86;3.29;5.03;0.006;0.068;0.022;1;0.000;1;0.000;0;0.002;0;0.002
90.305;0.000;2023-07-02T13:45:04.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.1;36.6;34.6;975.9;32.41;25165;25165;25165;25165;25165;8.87;3.29;5.03;0.006;0.070;0.022;1;0.000;1;0.000;0;0.002;0;0.002
92.305;0.000;2023-07-02T13:45:06.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.0;36.7;34.7;975.7;32.65;25165;25165;25165;25165;25165;8.86;3.29;5.03;0.006;0.070;0.022;1;0.000;1;0.000;0;0.002;0;0.002
94.305;0.000;2023-07-02T13:45:08.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.1;36.9;34.9;975.9;32.36;25165;25165;25165;25165;25165;8.86;3.29;5.03;0.006;0.074;0.022;1;0.000;1;0.000;0;0.002;0;0.002
96.305;0.000;2023-07-02T13:45:10.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.0;36.8;35.0;975.8;32.15;25165;25165;25165;25165;25165;8.86;3.29;5.03;0.006;0.074;0.025;1;0.000;1;0.000;0;0.002;0;0.002
98.305;0.000;2023-07-02T13:45:12.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.1;36.8;35.1;975.9;32.02;25165;25165;25165;25165;25165;8.86;3.29;5.03;0.006;0.076;0.025;1;0.000;1;0.000;0;0.002;0;0.002
100.307;0.000;2023-07-02T13:45:14.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.1;37.2;35.1;975.9;31.76;25165;25165;25165;25165;25165;8.86;3.29;5.03;0.006;0.077;0.025;1;0.000;1;0.000;0;0.002;0;0.002
102.307;0.000;2023-07-02T13:45:16.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.1;37.3;35.2;975.6;31.53;25165;25165;25165;25165;25165;8.86;3.29;5.03;0.006;0.077;0.025;1;0.000;1;0.000;0;0.002;0;0.002
104.307;0.000;2023-07-02T13:45:18.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.1;37.6;35.5;975.7;31.59;25165;25165;25165;25165;25165;8.86;3.29;5.03;0.006;0.080;0.025;1;0.000;1;0.000;0;0.002;0;0.002
106.307;0.000;2023-07-02T13:45:20.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.1;37.3;35.5;975.8;31.43;25165;25165;25165;25165;25165;8.86;3.29;5.03;0.006;0.080;0.026;1;0.000;1;0.000;0;0.002;0;0.002
108.307;0.000;2023-07-02T13:45:22.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.0;37.7;35.5;975.8;31.33;25165;25165;25165;25165;25165;8.85;3.29;5.03;0.006;0.081;0.028;1;0.000;1;0.000;0;0.002;0;0.002
110.307;0.000;2023-07-02T13:45:24.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.1;37.7;35.7;975.7;30.53;25165;25165;25165;25165;25165;8.86;3.29;5.03;0.006;0.083;0.028;1;0.000;1;0.000;0;0.002;0;0.002
112.319;0.000;2023-07-02T13:45:26.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.0;37.2;35.6;976.0;28.62;25165;25165;25165;25165;25165;8.85;3.29;5.03;0.006;0.083;0.028;1;0.000;1;0.000;0;0.002;0;0.002
114.307;0.000;2023-07-02T13:45:28.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.1;37.1;35.4;975.8;27.86;25165;25165;25165;25165;21613;8.86;3.29;5.03;0.006;0.086;0.028;1;0.000;1;0.000;0;0.002;0;0.002
116.320;0.000;2023-07-02T13:45:30.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.0;37.1;35.4;975.8;27.95;25165;18180;25165;25165;22979;8.86;3.29;5.03;0.006;0.086;0.028;1;0.000;1;0.000;0;0.002;0;0.002
118.307;0.000;2023-07-02T13:45:32.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.2;36.6;35.1;975.8;27.26;25165;9512;25165;25165;647;8.85;3.29;5.03;0.006;0.086;0.028;1;0.000;1;0.000;0;0.002;0;0.002
120.322;0.000;2023-07-02T13:45:34.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.2;36.7;35.0;975.5;27.27;25165;8330;25165;25165;7919;8.85;3.29;5.04;0.006;0.090;0.029;1;0.000;1;0.000;0;0.002;0;0.002
122.320;0.000;2023-07-02T13:45:36.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.2;36.3;34.9;975.6;27.78;25165;10013;25165;25165;754;8.85;3.29;5.03;0.006;0.090;0.031;1;0.000;1;0.000;0;0.002;0;0.002
124.320;0.000;2023-07-02T13:45:38.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.2;36.6;34.9;975.5;28.43;25165;25165;25165;25165;779;8.85;3.29;5.03;0.006;0.092;0.032;1;0.000;1;0.000;0;0.002;0;0.002
126.320;0.000;2023-07-02T13:45:40.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.2;36.6;34.9;975.9;29.71;25165;25165;25165;25165;25165;8.85;3.29;5.03;0.006;0.093;0.032;1;0.000;1;0.000;0;0.002;0;0.002
128.322;0.000;2023-07-02T13:45:42.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.2;36.4;34.8;975.9;29.83;25165;25165;25165;25165;25165;8.85;3.29;5.03;0.006;0.094;0.032;1;0.000;1;0.000;0;0.002;0;0.002
130.324;0.000;2023-07-02T13:45:44.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.1;36.4;34.8;975.7;29.51;25165;25165;25165;25165;25165;8.85;3.29;5.03;0.006;0.096;0.032;1;0.000;1;0.000;0;0.002;0;0.002
132.322;0.000;2023-07-02T13:45:46.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.2;36.4;34.8;975.6;27.66;25165;1530;25165;10214;7911;8.85;3.29;5.03;0.006;0.096;0.032;1;0.000;1;0.000;0;0.002;0;0.002
134.322;0.000;2023-07-02T13:45:48.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.1;36.1;34.6;975.7;27.51;25165;6236;7164;13541;4067;8.85;3.29;5.03;0.006;0.097;0.034;1;0.000;1;0.000;0;0.002;0;0.002
136.324;0.000;2023-07-02T13:45:50.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.3;36.0;34.6;975.7;29.82;25165;25165;25165;25165;25165;8.85;3.29;5.04;0.006;0.099;0.035;1;0.000;1;0.000;0;0.002;0;0.002
138.320;0.000;2023-07-02T13:45:52.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.2;36.2;34.7;975.5;27.30;25165;6120;19317;11642;18801;8.84;3.29;5.03;0.006;0.099;0.035;1;0.000;1;0.000;0;0.002;0;0.002
140.320;0.000;2023-07-02T13:45:54.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.3;36.0;34.5;975.6;27.38;25165;20087;753;7328;23132;8.84;3.29;5.03;0.006;0.100;0.035;1;0.000;1;0.000;0;0.002;0;0.002
142.322;0.000;2023-07-02T13:45:56.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.3;35.5;34.4;975.7;27.35;13693;24878;7287;15246;24194;8.84;3.29;5.03;0.006;0.103;0.035;1;0.000;1;0.000;0;0.002;0;0.002
144.322;0.000;2023-07-02T13:45:58.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.3;35.5;33.6;976.4;33.40;20881;5220;4638;24590;3159;8.85;3.29;5.03;0.006;0.102;0.036;1;0.000;1;0.000;0;0.002;0;0.002
146.322;0.000;2023-07-02T13:46:00.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.1;35.1;33.6;975.5;32.50;9467;11018;9253;13281;23213;8.86;3.29;5.04;0.006;0.103;0.037;1;0.000;1;0.000;0;0.002;0;0.002
148.324;0.000;2023-07-02T13:46:02.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.2;35.0;33.6;975.6;35.48;25165;25165;25165;25165;25165;8.86;3.29;5.04;0.006;0.106;0.038;1;0.000;1;0.000;0;0.002;0;0.002
150.322;0.000;2023-07-02T13:46:04.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.5;35.1;33.7;975.8;30.11;25165;20881;24756;14225;5937;8.85;3.29;5.03;0.006;0.106;0.038;1;0.000;1;0.000;0;0.002;0;0.002
152.320;0.000;2023-07-02T13:46:06.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.2;35.2;33.7;975.5;29.53;25165;16945;2432;7434;18811;8.84;3.29;5.03;0.006;0.106;0.038;1;0.000;1;0.000;0;0.002;0;0.002
154.323;0.000;2023-07-02T13:46:08.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.2;35.1;33.7;975.6;29.33;25165;20187;19533;24830;12225;8.83;3.29;5.03;0.006;0.109;0.038;1;0.000;1;0.000;0;0.002;0;0.002
156.320;0.000;2023-07-02T13:46:10.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.5;34.8;33.7;975.5;29.86;25165;25165;25165;25165;25165;8.84;3.29;5.03;0.006;0.109;0.039;1;0.000;1;0.000;0;0.002;0;0.002
158.322;0.000;2023-07-02T13:46:12.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.5;34.8;33.6;975.7;30.38;25165;25165;25165;25165;25165;8.84;3.29;5.03;0.006;0.109;0.040;1;0.000;1;0.000;0;0.002;0;0.002
160.323;0.000;2023-07-02T13:46:14.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.5;34.8;33.6;975.5;30.55;25165;25165;25165;25165;25165;8.84;3.29;5.03;0.006;0.112;0.041;1;0.000;1;0.000;0;0.002;0;0.002
162.323;0.000;2023-07-02T13:46:16.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.3;35.2;33.6;975.5;34.01;25165;20785;11193;20716;24317;8.83;3.29;5.03;0.006;0.113;0.041;1;0.000;1;0.000;0;0.002;0;0.002
164.322;0.000;2023-07-02T13:46:18.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.3;35.0;33.6;975.7;33.13;25165;25165;25165;25165;25165;8.84;3.29;5.03;0.006;0.112;0.041;1;0.000;1;0.000;0;0.002;0;0.002
166.322;0.000;2023-07-02T13:46:20.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.2;35.1;33.8;975.8;29.98;25165;25165;25165;25165;25165;8.84;3.29;5.03;0.006;0.115;0.041;1;0.000;1;0.000;0;0.002;0;0.002
168.322;0.000;2023-07-02T13:46:22.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.3;35.7;34.0;975.5;29.03;25165;18627;3240;21412;11738;8.85;3.29;5.03;0.006;0.116;0.041;1;0.000;1;0.000;0;0.002;0;0.002
170.323;0.000;2023-07-02T13:46:24.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.2;35.2;33.9;975.7;28.61;25165;8384;4183;18032;24903;8.83;3.29;5.03;0.006;0.116;0.042;1;0.000;1;0.000;0;0.002;0;0.002
172.323;0.000;2023-07-02T13:46:26.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.3;35.1;33.7;975.7;28.72;25165;4064;23364;2218;13303;8.85;3.29;5.04;0.006;0.118;0.045;1;0.000;1;0.000;0;0.002;0;0.002
174.323;0.000;2023-07-02T13:46:28.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.3;34.8;33.6;975.7;29.45;25165;12518;5176;13521;23625;8.84;3.29;5.03;0.007;0.119;0.045;1;0.000;1;0.000;0;0.002;0;0.002
176.323;0.000;2023-07-02T13:46:30.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.2;34.6;33.4;975.7;29.95;25165;25165;25165;25165;25165;8.84;3.29;5.03;0.006;0.119;0.045;1;0.000;1;0.000;0;0.002;0;0.002
178.322;0.000;2023-07-02T13:46:32.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.3;34.5;33.2;975.7;29.23;25165;24418;9317;3111;17435;8.85;3.29;5.03;0.006;0.122;0.045;1;0.000;1;0.000;0;0.002;0;0.002
180.322;0.000;2023-07-02T13:46:34.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.2;34.5;33.1;975.8;33.81;25165;25165;25165;25165;25165;8.84;3.29;5.03;0.006;0.122;0.045;1;0.000;1;0.000;0;0.002;0;0.002
182.322;0.000;2023-07-02T13:46:36.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.5;35.0;33.3;975.7;34.23;25165;25165;25165;25165;25165;8.84;3.29;5.03;0.006;0.122;0.045;1;0.000;1;0.000;0;0.002;0;0.002
184.322;0.000;2023-07-02T13:46:38.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.5;35.3;33.6;975.7;33.71;25165;25165;25165;25165;25165;8.85;3.29;5.04;0.006;0.124;0.047;1;0.000;1;0.000;0;0.002;0;0.002
186.323;0.000;2023-07-02T13:46:40.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.1;35.6;33.6;975.9;33.25;25165;25165;25165;25165;25165;8.84;3.29;5.03;0.006;0.125;0.048;1;0.000;1;0.000;0;0.002;0;0.002
188.323;0.000;2023-07-02T13:46:42.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.5;35.6;33.6;975.8;32.76;25165;25165;25165;25165;25165;8.83;3.29;5.03;0.006;0.126;0.048;1;0.000;1;0.000;0;0.002;0;0.002
190.322;0.000;2023-07-02T13:46:44.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.3;35.5;33.6;975.8;32.89;25165;25165;25165;25165;25165;8.83;3.29;5.03;0.006;0.128;0.048;1;0.000;1;0.000;0;0.002;0;0.002
192.324;0.000;2023-07-02T13:46:46.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.3;35.8;33.7;975.4;32.76;25165;25165;25165;25165;25165;8.84;3.29;5.04;0.006;0.128;0.048;1;0.000;1;0.000;0;0.002;0;0.002
194.324;0.000;2023-07-02T13:46:48.0Z;0;Inval.;Inval.;Inval.;Inval.;Inval.;0;Inval.;34.5;36.0;34.0;975.7;32.93;25165;25165;25165;25165;25165;8.84;3.29;5.03;0.006;0.128;0.050;1;0.000;1;0.000;0;0.002;0;0.002
