Uptime [s];GNSS: PPS Timestamp [s];GNSS: UTC date time (ISO 8601);GNSS: Fix type (0=no fix, others=fix);GNSS: Latitude [degrees];GNSS: Longitude [degrees];GNSS: Positional dilution of precision;GNSS: Altitude [m] (above Mean Sea Level);GNSS: Ground speed [km/h];GNSS: Satellites in view;GNSS: Altitude [m] (above ellipsoid);Temperature: Board [degC];Temperature: Ext LM75 1 [degC];Temperature: Ext MS8607 1 [degC];Pressure: Ext MS8607 [hPa];Humidity: Ext MS8607 [%];Light Intensity: Clear [lx];Light Intensity: Red [lx];Light Intensity: Green [lx];Light Intensity: Blue [lx];Light Intensity: Infrared [lx];Volt: Supply Voltage [V];Volt: 3.3V board voltage [V];Volt: 5V board voltage [V];Volt: Vin1 voltage [V];Volt: Vin2 voltage [V];Volt: Vin3 voltage [V];IO: In 1 State;IO: In 1 Timestamp [s];IO: In 2 State;IO: In 2 Timestamp [s];IO: Out 1 State;IO: Out 1 Timestamp [s];IO: Out 2 State;IO: Out 2 Timestamp [s]
10374.647;10374.469;2023-07-02T16:36:37.0Z;3;48.7567342;10.9442956;2.2;935.0;26.4;6;981.9;0.0;18.1;16.9;909.5;56.98;25165;25165;25165;25165;25165;8.37;3.29;5.03;0.006;0.324;0.453;1;0.000;1;0.000;0;0.002;0;0.002
10376.648;10376.468;2023-07-02T16:36:39.0Z;3;48.7566895;10.9444335;5.0;923.0;20.2;5;970.0;0.1;18.4;17.3;904.1;56.03;25165;12270;25165;25165;20832;8.37;3.29;5.03;0.006;0.324;0.453;1;0.000;1;0.000;0;0.002;0;0.002
10378.647;10378.468;2023-07-02T16:36:41.0Z;3;48.7567013;10.9446594;2.2;911.5;37.2;6;958.5;0.1;18.3;17.4;912.2;52.72;15823;7488;22647;21173;15444;8.37;3.29;5.03;0.006;0.324;0.453;1;0.000;1;0.000;0;0.002;0;0.002
10380.647;10380.465;2023-07-02T16:36:43.0Z;3;48.7566786;10.9449684;1.8;901.1;42.7;7;948.0;0.1;18.0;17.3;913.4;52.53;13059;2669;10354;1017;20554;8.37;3.29;5.03;0.006;0.324;0.453;1;0.000;1;0.000;0;0.002;0;0.002
10382.647;10382.462;2023-07-02T16:36:45.0Z;3;48.7565821;10.9452151;2.1;890.3;32.6;7;937.2;0.1;18.1;17.2;914.6;52.96;25165;25165;25165;25165;25165;8.37;3.29;5.03;0.006;0.324;0.453;1;0.000;1;0.000;0;0.002;0;0.002
10384.648;10384.460;2023-07-02T16:36:47.0Z;3;48.7564883;10.9453221;2.5;876.1;15.2;6;923.0;0.1;18.4;17.4;915.5;56.39;25165;25165;25165;25165;25165;8.37;3.29;5.03;0.006;0.324;0.453;1;0.000;1;0.000;0;0.002;0;0.002
10386.649;10386.459;2023-07-02T16:36:49.0Z;3;48.7564631;10.9454209;2.5;863.7;16.6;6;910.7;0.2;18.8;17.8;916.5;54.96;25165;3536;25165;25165;25165;8.37;3.29;5.03;0.006;0.324;0.453;1;0.000;1;0.000;0;0.002;0;0.002
10388.648;10388.457;2023-07-02T16:36:51.0Z;3;48.7564664;10.9455924;1.8;852.0;29.2;7;898.9;0.2;18.8;18.0;918.3;51.95;25165;121;11256;4765;22331;8.37;3.29;5.03;0.006;0.324;0.453;1;0.000;1;0.000;0;0.002;0;0.002
10390.649;10390.454;2023-07-02T16:36:53.0Z;3;48.7564431;10.9458570;2.5;839.3;39.1;6;886.2;0.2;18.6;17.9;919.7;51.42;23478;9451;24706;13206;4237;8.37;3.29;5.03;0.006;0.324;0.453;1;0.000;1;0.000;0;0.002;0;0.002
10392.648;10392.452;2023-07-02T16:36:55.0Z;3;48.7563529;10.9461110;2.5;826.9;35.3;6;873.8;0.2;18.4;17.7;920.9;51.66;25165;25165;25165;25165;25165;8.37;3.29;5.03;0.006;0.324;0.453;1;0.000;1;0.000;0;0.002;0;0.002
10394.648;10394.450;2023-07-02T16:36:57.0Z;3;48.7562725;10.9462393;2.5;813.6;15.1;6;860.5;0.2;19.2;17.9;922.0;55.27;25165;25165;25165;25165;25165;8.37;3.29;5.03;0.006;0.324;0.453;1;0.000;1;0.000;0;0.002;0;0.002
10396.648;10396.450;2023-07-02T16:36:59.0Z;3;48.7562713;10.9463737;1.8;800.6;24.7;7;847.6;0.3;19.3;18.3;923.7;51.62;25165;127;12152;14405;1695;8.37;3.29;5.03;0.008;0.324;0.453;1;0.000;1;0.000;0;0.002;0;0.002
10398.647;10398.448;2023-07-02T16:37:01.0Z;3;48.7562785;10.9466347;1.8;788.7;39.8;7;835.6;0.3;18.9;18.3;925.0;50.75;15027;17808;11338;13011;6792;8.37;3.29;5.03;0.006;0.324;0.453;1;0.000;1;0.000;0;0.002;0;0.002
10400.648;10400.445;2023-07-02T16:37:03.0Z;3;48.7562337;10.9469358;1.8;777.0;40.7;7;824.0;0.2;18.8;18.2;926.3;50.74;18567;6012;10552;18123;13378;8.37;3.29;5.03;0.006;0.324;0.453;1;0.000;1;0.000;0;0.002;0;0.002
10402.653;10402.443;2023-07-02T16:37:05.0Z;3;48.7561412;10.9471728;1.7;765.7;32.5;8;812.7;0.3;18.8;18.1;927.6;51.09;25165;25165;25165;25165;25165;8.37;3.29;5.03;0.006;0.325;0.454;1;0.000;1;0.000;0;0.002;0;0.002
10404.648;10404.441;2023-07-02T16:37:07.0Z;3;48.7560491;10.9473088;2.5;753.6;21.0;6;800.6;0.3;19.2;18.3;928.4;53.89;25165;25165;25165;25165;25165;8.37;3.29;5.03;0.006;0.324;0.453;1;0.000;1;0.000;0;0.002;0;0.002
10406.648;10406.440;2023-07-02T16:37:09.0Z;3;48.7560085;10.9474152;1.8;742.6;16.0;7;789.5;0.3;19.7;18.7;923.6;53.28;25165;20341;25165;25165;25165;8.37;3.29;5.03;0.006;0.324;0.453;1;0.000;1;0.000;0;0.002;0;0.002
10408.648;10408.439;2023-07-02T16:37:11.0Z;3;48.7560223;10.9475871;1.8;731.9;30.5;7;778.9;0.3;19.8;18.8;931.3;50.08;25165;15157;15278;1319;6796;8.37;3.29;5.03;0.009;0.325;0.454;1;0.000;1;0.000;0;0.002;0;0.002
10410.648;10410.436;2023-07-02T16:37:13.0Z;3;48.7560014;10.9478451;1.8;720.7;37.5;7;767.6;0.7;19.4;18.7;932.5;49.79;20236;11811;1212;19105;17803;8.37;3.29;5.03;0.006;0.324;0.454;1;0.000;1;0.000;0;0.002;0;0.002
10412.648;10412.433;2023-07-02T16:37:15.0Z;3;48.7559140;10.9480605;1.8;708.6;30.8;7;755.5;0.6;19.3;18.7;933.9;50.15;25165;25165;25165;25165;25165;8.37;3.29;5.03;0.006;0.324;0.454;1;0.000;1;0.000;0;0.002;0;0.002
10414.650;10414.433;2023-07-02T16:37:17.0Z;3;48.7558371;10.9481543;1.8;697.7;11.7;7;744.6;0.4;20.1;18.9;934.4;53.42;25165;25165;25165;25165;25165;8.37;3.29;5.03;0.006;0.324;0.453;1;0.000;1;0.000;0;0.002;0;0.002
10416.648;10416.432;2023-07-02T16:37:19.0Z;3;48.7558295;10.9482461;2.5;686.3;19.8;6;733.3;0.7;20.3;19.3;936.3;50.20;25165;16063;7156;5275;21364;8.37;3.29;5.03;0.006;0.324;0.454;1;0.000;1;0.000;0;0.002;0;0.002
10418.649;10418.430;2023-07-02T16:37:21.0Z;3;48.7558125;10.9484785;1.8;674.9;38.3;7;721.8;0.6;20.2;19.2;937.5;49.32;21118;8075;14875;8094;15542;8.37;3.29;5.03;0.009;0.324;0.454;1;0.000;1;0.000;0;0.002;0;0.002
10420.650;10420.429;2023-07-02T16:37:23.0Z;3;48.7557179;10.9487264;2.5;663.0;35.1;6;710.0;0.7;20.1;19.1;938.6;49.57;25165;25165;25165;25165;11203;8.37;3.29;5.03;0.006;0.324;0.455;1;0.000;1;0.000;0;0.002;0;0.002
10422.648;10422.426;2023-07-02T16:37:25.0Z;3;48.7556419;10.9488541;2.4;651.5;13.6;6;698.4;0.6;20.4;19.3;939.3;52.93;25165;25165;25165;25165;25165;8.37;3.29;5.03;0.006;0.324;0.454;1;0.000;1;0.000;0;0.002;0;0.002
10424.649;10424.425;2023-07-02T16:37:27.0Z;3;48.7556543;10.9489921;2.4;638.4;25.9;6;685.3;0.6;20.7;19.6;941.2;50.74;25165;8508;25165;5881;6148;8.37;3.29;5.03;0.006;0.324;0.455;1;0.000;1;0.000;0;0.002;0;0.002
10426.650;10426.424;2023-07-02T16:37:29.0Z;3;48.7556730;10.9492227;1.8;624.4;34.0;7;671.4;0.6;20.4;19.6;942.4;48.57;23673;5028;4160;22937;797;8.37;3.29;5.03;0.006;0.324;0.454;1;0.000;1;0.000;0;0.002;0;0.002
10428.649;10428.422;2023-07-02T16:37:31.0Z;3;48.7556259;10.9494667;1.8;612.4;30.3;7;659.3;0.7;20.3;19.6;943.9;48.67;25165;8671;20983;15968;898;8.37;3.29;5.03;0.006;0.324;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10430.649;10430.421;2023-07-02T16:37:33.0Z;3;48.7555620;10.9496065;1.7;602.4;17.9;8;649.3;0.7;20.8;19.7;944.8;51.72;25165;25165;25165;25165;25165;8.37;3.29;5.03;0.006;0.324;0.455;1;0.000;1;0.000;0;0.002;0;0.002
10432.650;10432.420;2023-07-02T16:37:35.0Z;3;48.7555526;10.9496661;2.1;593.0;12.0;7;639.9;0.7;21.2;19.9;946.1;51.33;25165;25165;25165;25165;25165;8.37;3.29;5.03;0.006;0.324;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10434.650;10434.418;2023-07-02T16:37:37.0Z;3;48.7556119;10.9498069;2.1;585.0;30.8;7;631.9;0.7;20.9;20.2;947.1;47.60;25059;22920;2788;7900;19475;8.37;3.29;5.03;0.006;0.324;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10436.649;10436.417;2023-07-02T16:37:39.0Z;3;48.7556124;10.9500642;2.1;576.9;34.4;7;623.9;0.8;20.8;20.1;948.3;47.58;8447;3556;12816;2789;17313;8.37;3.29;5.03;0.006;0.324;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10438.652;10438.416;2023-07-02T16:37:41.0Z;3;48.7555460;10.9502293;1.7;567.8;19.5;8;614.7;0.9;21.1;20.0;949.2;50.62;25165;25165;25165;25165;25165;8.37;3.29;5.03;0.006;0.324;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10440.650;10440.415;2023-07-02T16:37:43.0Z;3;48.7555268;10.9502894;1.7;558.0;8.9;8;605.0;0.7;21.3;20.2;949.9;50.56;25165;25165;25165;25165;25165;8.37;3.29;5.03;0.006;0.324;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10442.648;10442.414;2023-07-02T16:37:45.0Z;3;48.7555728;10.9503734;1.7;548.1;16.1;8;595.0;0.8;21.7;20.6;951.6;48.86;25165;14634;25165;25165;22991;8.37;3.29;5.03;0.006;0.324;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10444.649;10444.412;2023-07-02T16:37:47.0Z;3;48.7556095;10.9505119;1.7;537.4;24.7;8;584.3;0.8;21.7;20.6;952.5;47.04;25165;13290;15280;1516;12988;8.37;3.29;5.03;0.006;0.324;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10446.649;10446.409;2023-07-02T16:37:49.0Z;3;48.7555965;10.9507188;1.7;527.0;30.2;8;574.0;1.1;21.3;20.6;953.3;46.49;15324;1982;14485;9669;23701;8.37;3.29;5.03;0.006;0.324;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10448.649;10448.407;2023-07-02T16:37:51.0Z;3;48.7555189;10.9508600;2.1;518.5;13.5;7;565.5;0.8;21.4;20.6;954.5;49.43;25165;25165;25165;25165;25165;8.37;3.29;5.03;0.006;0.324;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10450.649;10450.406;2023-07-02T16:37:53.0Z;3;48.7555006;10.9509062;2.1;509.3;7.0;7;556.3;0.9;21.9;20.9;955.2;49.14;25165;3823;25165;25165;15335;8.37;3.29;5.03;0.006;0.325;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10452.650;10452.404;2023-07-02T16:37:55.0Z;3;48.7555362;10.9510316;2.1;498.1;26.0;7;545.0;1.1;21.9;21.1;956.8;45.92;20839;16434;18225;18912;13283;8.37;3.29;5.03;0.006;0.324;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10454.650;10454.402;2023-07-02T16:37:57.0Z;3;48.7555381;10.9512444;2.1;487.6;27.4;7;534.6;1.1;21.8;21.0;958.1;45.89;9129;10435;24511;2492;11216;8.37;3.29;5.03;0.006;0.324;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10456.629;10456.399;2023-07-02T16:37:59.0Z;3;48.7554797;10.9514049;2.1;479.2;20.6;7;526.1;1.1;21.7;20.9;959.1;46.53;17888;24593;15668;10163;3156;8.37;3.29;5.03;0.006;0.324;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10458.629;10458.397;2023-07-02T16:38:01.0Z;3;48.7554204;10.9514717;2.1;469.6;10.1;7;516.6;1.2;22.2;21.0;959.8;49.37;25165;20446;25165;25165;25165;8.37;3.29;5.03;0.006;0.324;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10460.629;10460.396;2023-07-02T16:38:03.0Z;3;48.7554009;10.9514893;2.1;465.8;0.1;7;512.8;1.1;22.5;21.3;961.2;49.11;25165;458;25165;1468;16197;8.37;3.29;5.03;0.006;0.324;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10462.629;10462.394;2023-07-02T16:38:05.0Z;3;48.7554038;10.9514891;2.1;465.3;0.6;7;512.2;1.1;22.7;21.4;961.1;49.21;25165;22969;25165;8939;8726;8.37;3.29;5.03;0.006;0.324;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10464.629;10464.393;2023-07-02T16:38:07.0Z;3;48.7554119;10.9514983;2.1;464.9;1.8;7;511.9;1.2;22.4;21.6;960.9;47.53;650;7386;4745;24498;9757;8.37;3.29;5.03;0.006;0.324;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10466.630;10466.390;2023-07-02T16:38:09.0Z;3;48.7554214;10.9515074;2.1;463.6;2.5;7;510.6;1.2;22.5;21.5;961.0;48.34;15495;20264;11036;13587;23126;8.37;3.29;5.03;0.006;0.324;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10468.630;10468.388;2023-07-02T16:38:11.0Z;3;48.7554221;10.9515101;2.2;463.8;1.6;6;510.7;1.2;22.5;21.5;961.1;49.53;14315;23311;20080;24498;20176;8.37;3.29;5.03;0.007;0.324;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10470.630;10470.387;2023-07-02T16:38:13.0Z;3;48.7554365;10.9514948;1.9;464.3;4.7;7;511.3;1.2;22.5;21.5;961.1;49.83;10580;21738;17426;23614;17227;8.37;3.29;5.03;0.007;0.324;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10472.630;10472.386;2023-07-02T16:38:15.0Z;3;48.7554230;10.9515005;2.1;466.3;9.2;7;513.2;1.2;22.4;21.4;961.2;50.20;20705;23803;21653;1692;19390;8.37;3.29;5.03;0.006;0.324;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10474.630;10474.384;2023-07-02T16:38:17.0Z;3;48.7554171;10.9515235;2.1;465.0;2.2;7;511.9;1.2;22.4;21.5;961.0;50.53;19526;24491;22243;1889;19980;8.37;3.29;5.03;0.006;0.324;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10476.630;10476.382;2023-07-02T16:38:19.0Z;3;48.7554152;10.9515194;2.1;464.7;1.3;7;511.6;1.3;22.5;21.5;961.0;50.89;18051;23704;20769;1496;18997;8.37;3.29;5.03;0.006;0.324;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10478.630;10478.381;2023-07-02T16:38:21.0Z;3;48.7554153;10.9515132;2.2;464.9;0.3;6;511.8;1.4;22.4;21.5;961.3;51.45;16380;24294;20375;906;19095;8.37;3.29;5.03;0.006;0.324;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10480.630;10480.380;2023-07-02T16:38:23.0Z;3;48.7553954;10.9515089;2.1;468.0;2.5;7;514.9;1.3;22.5;21.5;961.2;51.35;15888;23606;19589;25088;18014;8.36;3.28;5.02;0.006;0.324;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10482.630;10482.379;2023-07-02T16:38:25.0Z;3;48.7553952;10.9515122;3.8;467.0;2.8;6;513.9;1.4;22.8;21.5;961.1;51.24;12546;23311;18999;21;19193;8.37;3.29;5.03;0.006;0.324;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10484.630;10484.378;2023-07-02T16:38:27.0Z;3;48.7553996;10.9515218;3.8;465.6;0.7;6;512.6;1.4;22.5;21.6;961.0;50.92;4190;1881;1403;5821;24502;8.37;3.29;5.03;0.006;0.324;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10486.630;10486.377;2023-07-02T16:38:29.0Z;3;48.7554537;10.9515469;3.8;456.1;3.1;6;503.1;1.3;22.7;21.6;961.0;50.41;11563;21836;18213;1299;12410;8.37;3.29;5.03;0.007;0.324;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10488.630;10488.376;2023-07-02T16:38:31.0Z;3;48.7554694;10.9515557;2.1;452.9;2.3;7;499.9;1.4;22.7;21.6;960.9;50.20;12054;22131;17623;414;15851;8.37;3.29;5.03;0.006;0.325;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10490.630;10490.375;2023-07-02T16:38:33.0Z;3;48.7555187;10.9515557;1.7;444.3;9.0;8;491.3;1.4;22.7;21.6;961.1;49.56;14610;23016;19294;316;19193;8.37;3.29;5.03;0.006;0.324;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10492.630;10492.372;2023-07-02T16:38:35.0Z;3;48.7556197;10.9515700;1.7;428.4;11.8;8;475.3;1.4;22.7;21.6;960.9;49.45;1831;112;23619;4445;20275;8.37;3.29;5.03;0.006;0.324;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10494.631;10494.371;2023-07-02T16:38:37.0Z;3;48.7556209;10.9515601;2.1;428.4;6.3;7;475.4;1.6;22.7;21.6;961.2;49.02;4190;25080;420;6509;17817;8.37;3.29;5.03;0.006;0.324;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10496.630;10496.370;2023-07-02T16:38:39.0Z;3;48.7555509;10.9515442;2.1;439.4;3.3;7;486.3;1.6;22.5;21.6;960.9;48.63;16576;22328;18999;1987;14573;8.37;3.29;5.03;0.006;0.325;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10498.630;10498.369;2023-07-02T16:38:41.0Z;3;48.7554487;10.9515177;2.1;455.4;12.0;7;502.3;1.7;22.5;21.6;961.0;48.63;5665;20952;16640;24105;13000;8.37;3.29;5.03;0.006;0.325;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10500.631;10500.369;2023-07-02T16:38:43.0Z;3;48.7553459;10.9515014;2.1;471.4;15.4;7;518.3;1.6;22.8;21.6;961.0;49.17;5960;20558;15952;23024;14966;8.37;3.29;5.03;0.006;0.326;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10502.631;10502.368;2023-07-02T16:38:45.0Z;3;48.7551369;10.9514473;3.8;505.5;29.1;6;552.5;1.7;22.8;21.7;961.1;49.61;14119;23311;19785;25088;20570;8.37;3.29;5.03;0.007;0.325;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10504.631;10504.367;2023-07-02T16:38:47.0Z;3;48.7548115;10.9513545;3.8;558.7;45.7;6;605.7;1.8;22.9;21.7;961.1;50.43;19624;24884;23521;2380;20570;8.37;3.29;5.03;0.006;0.326;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10506.631;10506.365;2023-07-02T16:38:49.0Z;3;48.7543999;10.9511850;3.8;627.5;58.8;6;674.5;1.8;22.8;21.7;961.1;51.21;20410;24491;23619;2970;20668;8.37;3.29;5.03;0.006;0.326;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10508.631;10508.365;2023-07-02T16:38:51.0Z;3;48.7545986;10.9512324;1.9;599.0;27.8;7;646.0;1.7;22.9;21.8;961.2;50.80;11956;22131;18114;24007;19980;8.37;3.29;5.03;0.007;0.326;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10510.631;10510.364;2023-07-02T16:38:53.0Z;3;48.7546577;10.9511385;2.0;597.6;20.8;6;644.5;1.7;22.8;21.7;961.1;50.06;10875;21443;18802;25088;16539;8.37;3.29;5.03;0.006;0.326;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10512.631;10512.364;2023-07-02T16:38:55.0Z;3;48.7547949;10.9510962;1.7;583.5;9.6;8;630.4;1.8;22.9;21.8;960.9;49.31;8122;20853;16836;23220;15753;8.37;3.29;5.03;0.007;0.326;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10514.631;10514.363;2023-07-02T16:38:57.0Z;3;48.7548855;10.9511330;1.8;568.2;5.4;7;615.2;1.8;23.0;21.8;961.0;49.15;9695;22131;16738;23220;18112;8.37;3.29;5.03;0.006;0.328;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10516.631;10516.363;2023-07-02T16:38:59.0Z;3;48.7549585;10.9511684;1.8;555.4;2.7;7;602.3;1.9;22.8;21.8;961.0;49.41;12054;22721;19294;24498;18898;8.37;3.29;5.03;0.006;0.328;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10518.631;10518.363;2023-07-02T16:39:01.0Z;3;48.7550103;10.9511521;1.7;549.8;4.9;8;596.7;2.1;22.9;21.8;961.1;49.28;11465;22230;18311;24892;16343;8.37;3.29;5.03;0.006;0.328;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10520.631;10520.362;2023-07-02T16:39:03.0Z;3;48.7550523;10.9511731;1.8;542.2;4.3;7;589.2;1.9;22.9;21.8;961.0;48.98;15692;22230;18704;25088;16146;8.37;3.29;5.03;0.006;0.328;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10522.631;10522.361;2023-07-02T16:39:05.0Z;3;48.7550722;10.9511841;1.8;538.1;4.1;7;585.1;1.9;22.9;21.8;961.2;48.41;24146;505;24111;2282;23126;8.37;3.29;5.03;0.006;0.328;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10524.631;10524.361;2023-07-02T16:39:07.0Z;3;48.7550868;10.9511952;1.8;535.2;3.3;7;582.1;1.9;22.9;21.8;961.0;47.52;357;505;24209;2872;22634;8.37;3.29;5.03;0.007;0.328;0.457;1;0.000;1;0.000;0;0.002;0;0.002
10526.631;10526.360;2023-07-02T16:39:09.0Z;3;48.7551368;10.9512324;1.8;526.3;1.6;7;573.3;1.9;23.0;21.8;961.0;47.08;21787;24196;21948;3068;21454;8.37;3.29;5.03;0.006;0.328;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10528.631;10528.360;2023-07-02T16:39:11.0Z;3;48.7551575;10.9512485;1.8;522.7;0.2;7;569.6;2.1;22.8;21.8;961.2;46.90;4682;1586;617;5133;24797;8.37;3.29;5.03;0.006;0.328;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10530.632;10530.359;2023-07-02T16:39:13.0Z;3;48.7551470;10.9512412;4.7;523.7;1.7;6;570.6;2.2;23.0;21.9;961.0;46.83;7041;1095;1010;4641;811;8.37;3.29;5.03;0.006;0.328;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10532.632;10532.359;2023-07-02T16:39:15.0Z;3;48.7551300;10.9512295;4.7;525.8;1.8;6;572.7;2.2;22.9;21.9;960.9;47.02;2323;112;24307;4248;22437;8.37;3.29;5.03;0.006;0.328;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10534.632;10534.358;2023-07-02T16:39:17.0Z;3;48.7552927;10.9513499;1.8;499.6;15.9;7;546.5;2.2;22.9;22.0;961.0;47.56;1733;24982;23128;2970;23027;8.37;3.29;5.03;0.006;0.328;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10536.632;10536.358;2023-07-02T16:39:19.0Z;3;48.7554932;10.9514964;2.1;465.4;24.7;6;512.3;2.2;22.9;22.0;961.0;47.96;22475;24294;22243;2184;21749;8.37;3.29;5.03;0.006;0.328;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10538.632;10538.356;2023-07-02T16:39:21.0Z;3;48.7556533;10.9516121;2.1;437.3;25.6;6;484.3;2.2;23.2;22.0;961.2;48.11;2028;25080;24406;3658;21553;8.37;3.29;5.03;0.006;0.328;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10540.632;10540.355;2023-07-02T16:39:23.0Z;3;48.7559619;10.9518331;2.1;383.0;47.2;6;430.0;2.2;23.0;22.0;961.1;47.65;24736;24491;22243;3068;20570;8.37;3.29;5.03;0.008;0.328;0.457;1;0.000;1;0.000;0;0.002;0;0.002
10542.632;10541.355;2023-07-02T16:39:25.0Z;3;48.7561666;10.9519815;99.9;347.3;45.0;5;394.3;2.2;23.0;22.0;961.0;47.70;24932;24786;22341;2380;21061;8.37;3.29;5.03;0.006;0.328;0.457;1;0.000;1;0.000;0;0.002;0;0.002
10544.632;10541.355;2023-07-02T16:39:27.0Z;3;48.7563707;10.9521259;99.9;311.8;45.1;5;358.7;2.3;23.0;22.0;961.1;48.18;24834;24982;23128;2479;21553;8.37;3.29;5.03;0.006;0.328;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10546.634;10541.355;2023-07-02T16:39:29.0Z;3;48.7565742;10.9522680;99.9;276.4;44.8;5;323.4;2.3;23.0;22.0;961.0;48.41;19329;23803;21260;1594;20570;8.37;3.29;5.03;0.007;0.328;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10548.632;10541.355;2023-07-02T16:39:31.0Z;3;48.7567736;10.9524114;99.9;241.2;44.2;5;288.1;2.2;23.0;22.0;961.2;48.40;10088;21935;17819;23810;17326;8.37;3.29;5.03;0.006;0.328;0.457;1;0.000;1;0.000;0;0.002;0;0.002
10550.632;10541.355;2023-07-02T16:39:33.0Z;3;48.7569706;10.9525535;99.9;206.3;44.2;5;253.2;2.3;23.0;22.1;961.0;48.96;12349;22033;18409;23810;18898;8.37;3.29;5.03;0.006;0.328;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10552.632;10541.355;2023-07-02T16:39:35.0Z;3;48.7571662;10.9526924;99.9;171.5;44.1;5;218.4;2.4;23.0;22.1;961.1;49.63;16085;22918;19491;24597;20471;8.37;3.29;5.03;0.006;0.328;0.457;1;0.000;1;0.000;0;0.002;0;0.002
10554.632;10541.355;2023-07-02T16:39:37.0Z;3;48.7573482;10.9528247;99.9;138.4;43.4;5;185.4;2.4;23.0;22.1;961.1;49.16;17166;23606;20670;1201;21061;8.37;3.29;5.03;0.006;0.328;0.457;1;0.000;1;0.000;0;0.002;0;0.002
10556.634;10541.355;2023-07-02T16:39:39.0Z;3;48.7575317;10.9529554;99.9;105.4;42.2;5;152.3;2.4;23.2;22.2;961.0;49.53;16478;23704;20670;513;20668;8.37;3.29;5.03;0.006;0.328;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10558.632;10541.355;2023-07-02T16:39:41.0Z;3;48.7577160;10.9530890;99.9;72.8;42.0;5;119.7;2.6;23.2;22.2;961.1;49.33;19722;23901;20867;807;20766;8.37;3.29;5.03;0.006;0.328;0.456;1;0.000;1;0.000;0;0.002;0;0.002
10560.632;10541.355;2023-07-02T16:39:43.0Z;3;48.7578954;10.9532200;99.9;41.3;41.3;5;88.3;2.6;23.2;22.2;961.2;49.10;19329;24097;23030;1594;20373;8.37;3.29;5.03;0.006;0.328;0.457;1;0.000;1;0.000;0;0.002;0;0.002
10562.632;10541.355;2023-07-02T16:39:45.0Z;3;48.7580826;10.9533546;99.9;8.8;41.9;5;55.7;2.6;23.3;22.2;961.2;49.62;19132;24196;21948;1201;21159;8.37;3.29;5.03;0.006;0.328;0.457;1;0.000;1;0.000;0;0.002;0;0.002
